CASE ID,LicenseCount,AccountStatus,ChurnFlag,Activation Date Range,Tenure,Cancellation Date,ARR Category,Persona,QuickbooksComplete,BudgetCount,ActiveBudgetCount,StandardEstimateCount,ServicedEstimateCount,LeadPortalActiveCount,TimesheetCount,InvoiceCount,OnlinePaymentCountThisYear,OnlinePaymentValueThisYear,TimesheetPhotos Count
29281,1,Active,0,#N/A,0,,SMB,P1,0,3,3,35,1,0,0,12,0,0,0
29282,14,Active,0,3/8/2022,47,,MidMarket,P3,0,7,1,141,19,53,5827,3,0,0,3113
29291,39,Active,0,3/25/2022,47,,MidMarket,P4,1,9,2,1054,1208,462,7813,4373,139,128442.77,26533
29323,8,Active,0,4/6/2022,46,,SMB,G2,0,4,3,269,1,103,782,135,1,25,2
29338,46,Active,0,3/8/2022,47,,MidMarket,G4,0,5,1,430,1642,701,1520,2201,0,0,2532
29347,1,Active,0,3/9/2022,47,,SMB,P2,0,11,4,416,25,147,1,0,0,0,0
29350,1,Active,0,12/29/2022,37,,SMB,P2,1,5,3,436,52,256,134,17,0,0,0
29359,5,Active,0,6/29/2023,31,,MidMarket,P3,1,4,2,665,143,228,10,4,0,0,0
29422,2,Active,0,3/31/2023,34,,SMB,P1,1,5,1,997,3,18,0,0,0,0,0
29427,7,Active,0,4/4/2022,46,,MidMarket,P1,0,3,3,300,18,29,1691,1,0,0,65
29439,23,Active,0,#N/A,0,,Enterprise,P2,1,12,2,497,73,95,4068,727,0,0,4054
29442,4,Active,0,#N/A,0,,SMB,G3,1,4,2,417,6,6,340,6,0,0,0
29460,11,Active,0,5/24/2022,45,,MidMarket,P3,0,4,1,541,4196,1863,5529,24542,1054,258942.18,194
29467,2,Active,0,4/7/2023,34,,SMB,G2,0,10,1,112,2,0,10,0,0,0,0
29478,9,Active,0,3/25/2022,47,,SMB,G2,1,5,4,1213,1058,31,3583,0,0,0,0
29480,1,Active,0,#N/A,0,,SMB,P2,0,4,1,26,12,8,0,0,0,0,0
29481,4,Active,0,3/21/2022,47,,MidMarket,G4,0,5,1,1568,724,1701,7,2724,303,191418.16,1
29482,2,Active,0,3/21/2022,47,,SMB,P2,0,4,4,353,0,38,28,10,0,0,0
29484,2,Active,0,#N/A,0,,SMB,P1,0,3,1,12,366,155,36,1024,0,0,0
29490,5,Active,0,#N/A,0,,MidMarket,P1,0,7,4,27,1247,240,582,2305,501,176181.91,25
29491,6,Active,0,#N/A,0,,MidMarket,P1,0,4,2,26,501,0,760,531,0,0,1
29493,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29494,2,Active,0,#N/A,0,,SMB,G2,0,4,3,1,7,0,0,0,0,0,0
29495,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29496,2,Active,0,#N/A,0,,SMB,G2,1,2,2,1,7,0,0,0,0,0,0
29497,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29498,1,Active,0,#N/A,0,,SMB,G2,0,3,2,1,7,0,0,0,0,0,0
29499,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29500,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29501,2,Active,0,#N/A,0,,SMB,G2,0,3,2,1,7,0,0,0,0,0,0
29502,2,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,0,0,0,0,0
29503,2,Active,0,#N/A,0,,SMB,G2,0,3,2,3,7,1,0,0,0,0,0
29518,1,Active,0,3/25/2022,47,,SMB,P1,1,2,2,1,480,0,0,0,0,0,0
29533,23,Active,0,3/25/2022,47,,MidMarket,P3,0,5,1,396,781,192,6297,2125,0,0,69292
29581,1,Active,0,3/24/2025,11,,SMB,P1,1,4,3,180,6,89,5,41,0,0,0
29595,4,Active,0,#N/A,0,,SMB,G2,0,6,1,29,927,245,408,1670,0,0,1139
29598,55,Active,0,3/31/2022,46,,MidMarket,P3,1,5,3,1808,369,500,8496,4,0,0,899
29618,4,Active,0,4/6/2022,46,,SMB,P2,1,5,5,126,85,20,327,64,0,0,0
29637,3,Active,0,#N/A,0,,SMB,G2,0,2,2,1,7,0,5,3,0,0,0
29640,1,Active,0,4/14/2022,46,,SMB,P4,1,6,6,5631,9,796,15393,3,0,0,58
29642,1,Active,0,#N/A,0,,SMB,P1,0,2,2,1,7,0,0,0,0,0,0
29647,1,Active,0,4/5/2022,46,,SMB,P2,0,5,4,10,121,70,1,318,0,0,0
29659,18,Active,0,4/7/2022,46,,MidMarket,P2,0,7,2,567,932,521,2645,2081,120,150716.7,621
29684,7,Active,0,11/10/2022,39,,SMB,P3,0,7,1,399,180,58,137,4,0,0,2
29705,6,Active,0,#N/A,0,,MidMarket,P3,0,3,3,41,6,1,396,1,0,0,253
29715,9,Active,0,4/12/2022,46,,MidMarket,P2,0,3,3,1,5,121,1141,1787,113,73864.66,11
29716,4,Active,0,#N/A,0,,SMB,G2,0,6,2,403,1463,891,1040,1904,0,0,1039
29725,30,Active,0,4/22/2022,46,,MidMarket,P3,0,15,10,1278,539,848,7654,1,0,0,33306
29770,2,Active,0,4/18/2022,46,,MidMarket,P2,0,6,4,257,5,119,2,5,0,0,0
29819,3,Active,0,4/22/2022,46,,SMB,P4,0,5,1,16,8,1,1,2,0,0,0
29847,6,Active,0,#N/A,0,,MidMarket,G3,0,7,1,253,275,29,725,66,0,0,10
29861,13,Active,0,4/28/2022,45,,MidMarket,P2,1,9,3,819,350,497,2781,2508,0,0,1080
29868,20,Active,0,4/29/2022,45,,MidMarket,P3,0,11,5,1898,624,786,3707,4062,607,677730.05,3971
29870,3,Active,0,#N/A,0,,SMB,P1,0,8,4,16,1212,593,583,1660,9,4130.34,84
29888,1,Active,0,#N/A,0,,SMB,P2,0,4,1,1,9,1,2,0,0,0,0
29900,11,Active,0,5/12/2022,45,,MidMarket,P1,0,4,3,771,87,430,5,493,0,0,0
29939,8,Active,0,12/29/2022,37,,SMB,P1,1,2,2,530,259,305,991,1397,0,0,1898
29948,3,Active,0,#N/A,0,,SMB,P3,0,2,2,428,7,0,1956,0,0,0,0
29952,1,Active,0,#N/A,0,,SMB,P2,0,3,3,95,88,73,6,4,0,0,0
29974,3,Active,0,7/25/2022,43,,SMB,G2,1,6,1,610,380,453,7,734,129,164586.46,0
29986,42,Active,0,11/24/2023,27,,MidMarket,P3,1,3,3,1545,278,577,1417,14,0,0,1226
29990,4,Active,0,5/19/2022,45,,MidMarket,P3,0,4,3,1065,3,40,2,1,0,0,0
29993,32,Active,0,5/20/2022,45,,MidMarket,G4,0,7,6,3541,862,513,5445,3380,177,378109.16,48115
30018,13,Active,0,5/24/2022,45,,MidMarket,G2,0,17,5,235,161,119,1458,642,0,0,23022
30019,6,Active,0,5/24/2022,45,,SMB,P2,0,4,4,213,26,57,301,7,0,0,157
30025,1,Active,0,#N/A,0,,SMB,P1,0,2,2,1,7,0,0,0,0,0,0
30063,16,Active,0,6/1/2022,44,,MidMarket,P2,0,9,4,666,250,16,3481,2083,0,0,4
30069,11,Active,0,#N/A,0,,MidMarket,P1,0,6,1,406,930,682,1124,2098,0,0,669
30076,12,Active,0,9/1/2023,29,,MidMarket,P2,0,7,3,624,5,0,378,1,0,0,0
30080,3,Active,0,11/21/2023,27,,SMB,P1,1,4,1,269,0,98,0,238,0,0,0
30090,89,Active,0,#N/A,0,,Enterprise,P3,0,18,4,284,237,45,16224,3829,0,0,25751
30094,9,Active,0,6/6/2022,44,,MidMarket,P2,0,5,2,1533,27,313,1543,665,0,0,283
30131,7,Active,0,11/28/2023,26,,MidMarket,P2,0,4,4,240,93,115,853,587,0,0,235
30163,7,Active,0,11/30/2022,38,,SMB,P2,0,11,9,169,398,150,936,1618,192,82943.47,332
30185,5,Active,0,#N/A,0,,MidMarket,P1,0,3,1,39,3,1,295,7,0,0,13
30226,26,Active,0,6/21/2022,44,,MidMarket,P3,0,3,1,379,17,15,1102,15,0,0,1093
30238,2,Active,0,#N/A,0,,SMB,P1,0,6,1,25,518,203,377,1062,0,0,89
30265,1,Active,0,#N/A,0,,SMB,G3,0,2,2,1,7,0,0,0,0,0,0
30289,10,Active,0,11/16/2023,27,,SMB,P1,0,5,1,393,101,136,394,585,207,467683.7,0
30292,2,Active,0,#N/A,0,,SMB,P3,0,3,1,230,253,34,1004,605,0,0,63
30302,1,Active,0,#N/A,0,,SMB,P1,0,2,2,1,7,0,2,0,0,0,0
30309,16,Active,0,9/6/2022,41,,SMB,P3,1,5,2,50,69,20,9,0,0,0,17
30333,1,Active,0,#N/A,0,,SMB,P1,0,5,2,38,339,121,251,408,0,0,6
30334,3,Active,0,#N/A,0,,SMB,P1,0,6,4,21,1653,958,777,1730,0,0,3217
30338,26,Active,0,7/8/2022,43,,MidMarket,G3,0,3,1,143,3,0,3869,0,0,0,9100
30341,1,Active,0,7/29/2022,42,,SMB,P1,0,3,3,155,8,41,4,60,0,0,0
30369,5,Active,0,8/2/2022,42,,MidMarket,G4,0,3,2,1780,274,368,0,2559,0,0,0
30399,1,Active,0,4/15/2023,34,,SMB,P1,0,5,2,1,147,0,0,0,0,0,0
30423,36,Active,0,11/22/2022,39,,MidMarket,P3,0,3,3,779,487,514,9154,1188,0,0,881
30429,28,Active,0,7/15/2024,19,,MidMarket,P3,0,7,1,162,825,289,2295,1,0,0,36758
30438,65,Active,0,8/31/2022,41,,Enterprise,P4,1,17,3,1022,1707,183,17897,5244,0,0,18965
30441,1,Active,0,#N/A,0,,SMB,P1,0,2,2,1,7,0,0,0,0,0,0
30442,5,Active,0,7/27/2022,42,,SMB,P3,0,5,5,6,134,6,159,4,0,0,9600
30446,9,Active,0,7/28/2022,42,,MidMarket,P3,1,4,4,1978,11,1187,1,0,0,0,0
30465,24,Active,0,8/4/2022,42,,MidMarket,G3,0,17,7,458,942,412,2092,3373,365,289852.19,392
30479,1,Active,0,#N/A,0,,SMB,P1,0,2,2,99,2,7,4,5,0,0,0
30489,21,Active,0,#N/A,0,,Enterprise,G3,0,7,1,1203,1954,1177,4443,6636,1446,610971.78,439
30492,2,Active,0,8/4/2022,42,,SMB,P1,0,2,2,1,3,0,660,0,0,0,879
30509,5,Active,0,11/15/2023,27,,SMB,P1,0,5,4,149,172,152,460,390,0,0,0
30522,3,Active,0,8/9/2022,42,,MidMarket,G3,0,6,4,479,3,135,0,0,0,0,0
30559,2,Active,0,#N/A,0,,SMB,P1,0,2,1,5,7,0,0,0,0,0,0
30560,2,Active,0,8/18/2022,42,,SMB,P1,0,2,1,3,7,0,0,0,0,0,0
30562,2,Active,0,8/31/2022,41,,SMB,P3,0,2,2,28,3,3,41,0,0,0,0
30564,1,Active,0,8/19/2022,42,,SMB,P1,1,4,2,31,3,0,3,0,0,0,0
30602,15,Active,0,11/9/2022,39,,MidMarket,P3,0,6,5,812,694,512,3672,3979,0,0,244
30613,1,Active,0,9/22/2022,41,,SMB,P2,0,4,1,243,0,76,28,368,0,0,0
30615,37,Active,0,8/24/2022,42,,Enterprise,G3,0,2,2,586,8,442,5041,915,0,0,313
30633,5,Active,0,11/30/2023,26,,SMB,P1,1,7,1,336,3,225,963,7,0,0,4
30634,5,Active,0,11/30/2022,38,,MidMarket,P2,0,7,5,1255,155,625,5,3,0,0,0
30658,8,Active,0,#N/A,0,,MidMarket,P3,0,3,2,143,0,1,894,4,0,0,143
30672,20,Active,0,11/29/2022,38,,SMB,G3,0,4,1,575,27,100,26,2,0,0,3
30679,2,Active,0,#N/A,0,,SMB,P1,0,6,3,101,977,439,121,1129,0,0,311
30685,6,Active,0,#N/A,0,,MidMarket,P2,0,5,3,314,469,449,1575,2716,655,290598.01,1529
30702,2,Active,0,#N/A,0,,SMB,P1,0,5,3,40,53,62,91,102,0,0,235
30769,12,Active,0,9/30/2022,40,,SMB,P2,0,14,11,522,17,328,1174,500,0,0,10
30809,1,Active,0,11/30/2022,38,,SMB,P1,0,8,3,74,16,9,3,3,0,0,0
30823,23,Active,0,10/11/2022,40,,MidMarket,P3,0,17,10,1182,358,428,1143,66,0,0,166
30874,12,Active,0,10/24/2022,40,,MidMarket,P1,0,9,1,509,156,215,215,997,35,77747.03,29
30885,9,Active,0,9/29/2022,40,,MidMarket,P2,0,6,4,61,114,159,3672,1248,61,63893.95,1100
30895,6,Active,0,#N/A,0,,MidMarket,P2,0,5,1,62,210,85,0,0,0,0,0
30909,3,Active,0,4/14/2023,34,,SMB,G3,1,3,2,567,0,179,93,0,0,0,0
30929,3,Active,0,10/7/2022,40,,SMB,G2,0,5,3,995,0,24,2713,0,0,0,0
30930,1,Active,0,#N/A,0,,SMB,P1,0,5,2,18,296,123,22,235,0,0,9
30931,4,Active,0,#N/A,0,,SMB,P1,0,6,2,156,152,77,71,134,0,0,794
30933,39,Active,0,10/10/2022,40,,MidMarket,P3,0,13,9,1179,255,477,8174,1011,0,0,3485
30934,1,Active,0,10/10/2022,40,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
30935,16,Active,0,10/11/2022,40,,SMB,P2,0,4,2,536,276,424,1598,1312,0,0,11305
30940,23,Active,0,10/12/2022,40,,SMB,G3,0,2,1,124,2,8,3267,0,0,0,2961
30953,1,Active,0,#N/A,0,,SMB,P2,0,3,1,16,97,0,0,0,0,0,0
30959,12,Active,0,10/26/2022,39,,MidMarket,P2,0,10,1,172,1593,617,3501,3327,157,55342.21,26557
30961,2,Active,0,2/9/2023,36,,SMB,P4,0,7,1,6,34,2,22,1,0,0,1
30980,2,Active,0,#N/A,0,,SMB,P1,0,5,3,41,161,28,25,238,0,0,0
30981,5,Active,0,10/20/2022,40,,MidMarket,P2,0,7,2,543,321,301,2812,2401,372,529441.89,514
30990,56,Active,0,6/6/2023,32,,MidMarket,P4,0,6,4,1362,573,178,1361,2076,0,0,7
30992,7,Active,0,11/14/2022,39,,MidMarket,P2,0,8,1,209,161,200,5408,3743,80,69868.75,13
30993,7,Active,0,10/24/2022,40,,SMB,P2,0,5,1,588,1,487,643,514,31,109424.13,317
31008,2,Active,0,10/27/2022,39,,SMB,P2,1,3,1,164,3,139,6,30,0,0,0
31014,4,Active,0,10/30/2022,39,,SMB,P1,0,7,1,6,477,107,1157,2,0,0,0
31020,38,Active,0,11/15/2022,39,,MidMarket,P4,0,6,1,1444,1086,918,7395,9635,0,0,1238
31027,3,Active,0,11/2/2022,39,,MidMarket,P4,0,11,4,1135,25,85,6,2,0,0,6
31037,2,Active,0,11/7/2022,39,,MidMarket,P1,0,7,4,114,275,7,0,0,0,0,0
31041,5,Active,0,11/7/2022,39,,MidMarket,P2,0,9,3,18,2735,1680,3,1,0,0,4
31048,3,Active,0,11/21/2022,39,,MidMarket,P3,0,5,1,5,8,572,4,15,0,0,0
31066,6,Active,0,11/14/2022,39,,MidMarket,P2,0,6,1,1003,184,625,1054,19,0,0,18
31067,6,Active,0,11/14/2022,39,,SMB,P1,0,4,1,297,152,159,90,881,115,67039.08,6
31071,6,Active,0,#N/A,0,,MidMarket,P2,0,3,3,4,1,0,92,1,0,0,0
31091,11,Active,0,11/17/2022,39,,SMB,P2,0,3,3,5,17,2,6,74,0,0,6
31092,2,Active,0,11/17/2022,39,,SMB,P2,1,3,3,120,139,84,15,4,0,0,6
31098,2,Active,0,#N/A,0,,SMB,P2,0,3,2,224,0,175,329,185,0,0,288
31100,9,Active,0,#N/A,0,,MidMarket,P1,0,6,4,82,951,381,998,2357,830,340046.01,16330
31104,1,Active,0,11/20/2022,39,,SMB,P2,0,2,2,4,16,2,773,0,0,0,10567
31110,36,Active,0,11/21/2022,39,,MidMarket,P3,0,5,4,201,85,35,7005,256,0,0,25933
31112,4,Active,0,11/21/2022,39,,SMB,P3,1,4,2,387,447,858,2050,6895,632,243518.63,0
31118,3,Active,0,#N/A,0,,SMB,G2,0,3,1,16,99,0,2,0,0,0,0
31119,26,Active,0,#N/A,0,,Enterprise,P4,0,12,8,58,251,21,52,195,0,0,11
31126,4,Active,0,#N/A,0,,SMB,P3,0,5,4,103,20,47,880,0,0,0,1418
31127,14,Active,0,11/30/2022,38,,MidMarket,P2,1,6,3,75,1549,322,1921,2767,0,0,20127
31131,1,Active,0,12/22/2022,38,,SMB,P1,0,4,3,298,0,170,3,3,0,0,0
31141,2,Active,0,11/28/2022,38,,MidMarket,P2,0,4,3,26,321,166,29,1157,204,89780.08,13
31144,10,Active,0,3/24/2025,11,,SMB,P2,0,18,3,77,302,38,783,643,0,0,10715
31147,1,Active,0,#N/A,0,,SMB,P2,0,4,2,2,1,2,0,0,0,0,0
31152,25,Active,0,12/15/2022,38,,MidMarket,G3,0,11,4,698,968,308,1935,78,0,0,10279
31153,13,Active,0,11/28/2022,38,,MidMarket,P2,0,5,1,329,862,128,459,3,0,0,447
31157,9,Active,0,11/29/2022,38,,MidMarket,P1,0,4,3,816,18,452,494,282,0,0,0
31158,1,Active,0,11/29/2022,38,,MidMarket,P3,0,3,2,25,1,2,5,0,0,0,6
31167,5,Active,0,#N/A,0,,MidMarket,G2,1,7,6,361,53,300,987,310,0,0,0
31173,17,Active,0,11/30/2022,38,,MidMarket,P3,1,4,4,820,1353,571,564,4647,0,0,93
31175,24,Active,0,11/30/2022,38,,MidMarket,P4,0,4,2,1194,4247,1272,3608,12457,323,243282.04,2911
31178,16,Active,0,11/30/2022,38,,MidMarket,P3,0,4,1,345,240,325,3354,3066,0,0,3497
31180,18,Active,0,11/30/2022,38,,MidMarket,P2,0,3,2,978,106,785,2194,5824,837,294609.96,58645
31189,13,Active,0,#N/A,0,,MidMarket,G2,0,6,2,141,1018,533,671,1341,0,0,254
31194,4,Active,0,#N/A,0,,SMB,P1,0,5,1,326,734,563,524,1424,167,104286.77,132
31195,49,Active,0,12/5/2022,38,,MidMarket,P4,0,3,2,1116,42,137,10797,1,0,0,2258
31196,3,Active,0,3/19/2024,23,,SMB,G2,1,6,6,73,43,25,10,25,0,0,11
31203,6,Active,0,#N/A,0,,MidMarket,G2,0,8,4,115,1013,522,450,919,377,211750.38,96
31204,15,Active,0,12/21/2022,38,,MidMarket,P3,0,11,4,1728,317,838,1535,233,0,0,9
31209,3,Active,0,#N/A,0,,SMB,P1,0,5,4,74,146,140,422,809,0,0,263
31212,3,Active,0,#N/A,0,,SMB,P1,0,3,1,20,101,1,8,1,0,0,0
31214,2,Active,0,3/9/2023,35,,MidMarket,P1,0,4,2,214,0,14,5,0,0,0,6
31220,2,Active,0,11/1/2023,27,,SMB,P1,0,2,2,7,127,2,5,2,0,0,6
31225,1,Active,0,#N/A,0,,SMB,P1,0,2,2,10,16,2,5,0,0,0,6
31226,1,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,9,0,0,0,8
31227,17,Active,0,12/12/2022,38,,MidMarket,G3,0,6,1,1327,634,1346,1686,1866,323,214400.72,1914
31230,3,Active,0,12/13/2022,38,,SMB,G2,0,6,4,348,1,21,385,2,0,0,0
31249,3,Active,0,12/15/2022,38,,SMB,P4,0,8,3,1318,1,8,0,12,0,0,0
31256,4,Active,0,12/19/2022,38,,SMB,G2,0,3,1,157,162,23,842,2,0,0,6
31257,3,Active,0,12/19/2022,38,,SMB,P1,0,5,1,130,17,92,288,108,0,0,6
31258,6,Active,0,#N/A,0,,MidMarket,P1,0,7,1,310,924,620,556,1211,420,260283.39,1690
31259,46,Active,0,#N/A,0,,Enterprise,P2,1,14,6,697,616,126,1665,517,0,0,1363
31263,2,Active,0,#N/A,0,,SMB,P1,0,4,1,49,140,8,7,6,0,0,0
31266,14,Active,0,12/20/2022,38,,SMB,P4,0,24,3,1474,57,190,11,145,0,0,8
31269,15,Active,0,#N/A,0,,MidMarket,G3,0,3,1,24,6,1,1888,1,0,0,503
31280,2,Active,0,12/30/2022,37,,MidMarket,P1,1,4,3,296,25,17,6,2,0,0,6
31281,3,Active,0,12/30/2022,37,,SMB,P2,1,3,1,154,990,259,6,0,0,0,0
31283,4,Active,0,12/31/2022,37,,SMB,G2,1,5,1,22,231,54,450,1007,146,89620.93,0
31289,1,Active,0,2/28/2023,35,,SMB,P2,0,3,2,90,16,5,6,0,0,0,6
31294,3,Active,0,1/3/2023,37,,SMB,G2,0,3,3,2,572,72,2,1,0,0,0
31298,8,Active,0,1/5/2023,37,,SMB,P2,0,6,1,303,90,223,812,568,0,0,2074
31299,1,Active,0,#N/A,0,,SMB,P1,0,4,1,54,311,119,3,1288,360,91109,0
31303,10,Active,0,#N/A,0,,MidMarket,G2,0,6,1,40,751,233,712,1370,148,45195.05,3
31307,3,Active,0,#N/A,0,,SMB,P1,0,5,1,338,439,296,538,1041,0,0,972
31310,6,Active,0,#N/A,0,,MidMarket,P1,0,5,1,25,1167,374,528,2636,0,0,403
31313,3,Active,0,3/21/2023,35,,SMB,P2,0,3,2,228,2,180,0,0,0,0,0
31315,1,Active,0,#N/A,0,,SMB,G2,0,2,2,4,16,2,5,0,0,0,6
31316,8,Active,0,1/4/2023,37,,SMB,P1,1,5,3,28,614,248,632,1208,60,26271.89,1565
31317,1,Active,0,4/24/2023,34,,SMB,P2,0,4,3,241,85,6,239,0,0,0,6
31318,4,Active,0,11/27/2023,26,,MidMarket,P3,0,5,2,776,0,307,0,591,185,155818.2,0
31319,2,Active,0,#N/A,0,,SMB,P2,0,4,3,98,16,3,0,0,0,0,0
31323,33,Active,0,1/6/2023,37,,MidMarket,P3,0,7,2,790,1690,443,6961,4085,913,890875.71,301
31325,2,Active,0,#N/A,0,,SMB,P2,0,3,2,5,16,2,8,1,0,0,6
31334,19,Active,0,1/10/2023,37,,MidMarket,G3,0,6,6,310,20,382,309,425,351,109249.23,26283
31338,3,Active,0,2/2/2024,24,,SMB,P4,0,3,3,247,876,0,0,0,0,0,0
31341,22,Active,0,1/26/2023,36,,MidMarket,P3,0,7,3,1128,923,571,5277,98,0,0,13195
31343,25,Active,0,1/23/2023,37,,MidMarket,P4,0,5,4,1235,375,594,1707,1747,39,48591.85,28
31345,10,Active,0,1/13/2023,37,,MidMarket,P3,0,6,6,740,19,176,9,188,44,594432.24,6
31346,17,Active,0,1/14/2023,37,,SMB,P3,1,6,5,269,0,85,1842,162,0,0,1471
31351,1,Active,0,#N/A,0,,SMB,P3,0,6,3,333,86,36,4083,30,0,0,234
31358,1,Active,0,1/16/2023,37,,SMB,P3,1,2,2,3,0,0,253,290,0,0,7281
31363,8,Active,0,#N/A,0,,MidMarket,G2,0,4,1,21,495,242,610,1156,68,23941.33,8039
31364,4,Active,0,1/17/2023,37,,MidMarket,P3,0,3,2,648,1,108,102,1,0,0,0
31365,10,Active,0,1/17/2023,37,,MidMarket,P3,0,4,2,704,555,15,3138,1350,0,0,49
31366,16,Active,0,2/6/2023,36,,SMB,P3,0,5,1,365,7,16,2810,21,0,0,0
31370,33,Active,0,1/17/2023,37,,MidMarket,P3,0,4,1,1033,2261,215,6439,1647,0,0,448
31371,22,Active,0,1/31/2023,36,,MidMarket,P3,1,9,3,270,53,103,7072,1378,0,0,2931
31378,1,Active,0,2/8/2023,36,,SMB,P1,0,5,1,94,2,67,1,1,0,0,0
32379,36,Active,0,1/19/2023,37,,Enterprise,P3,1,10,5,514,2911,1296,13367,10235,892,287743.67,4890
32381,4,Active,0,1/25/2023,37,,SMB,P2,0,4,1,209,0,95,902,179,0,0,18
32400,7,Active,0,8/2/2023,30,,MidMarket,P3,0,5,2,333,2,26,63,16,0,0,2
32401,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,8
32413,53,Active,0,2/29/2024,23,,MidMarket,G3,0,5,1,864,918,866,3348,8317,963,570016.41,33947
32417,4,Active,0,1/26/2023,36,,SMB,P1,0,8,1,382,5,212,321,351,0,0,6
32421,12,Active,0,2/21/2023,36,,MidMarket,P2,0,8,5,278,194,171,761,4,0,0,21
32426,13,Active,0,1/27/2023,36,,MidMarket,P2,0,4,4,741,147,431,432,854,423,208101.85,130
32436,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
32437,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,13
32438,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,6,0,0,0,15
32439,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,6,0,0,0,6
32440,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,10
32442,1,Active,0,#N/A,0,,SMB,P1,0,5,2,5,21,4,6,9,0,0,6
32443,5,Active,0,#N/A,0,,MidMarket,P1,0,3,2,14,16,5,8,14,0,0,6
32445,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,6
32446,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,7
32447,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,6
32448,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,8
32449,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,6,0,0,0,13
32450,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,6
32451,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,10
32452,16,Active,0,2/15/2023,36,,MidMarket,P2,0,5,2,319,322,276,824,1180,374,299536.55,36
32454,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,9,0,0,0,8
32455,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,9
32456,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,10,0,0,0,14
32457,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,11
32459,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,23
32460,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,5,0,0,0,6
32461,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,6
32462,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,6
32463,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,7
32464,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,12
32465,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,8,0,0,0,10
32466,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,9,0,0,0,8
32468,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,9,0,0,0,10
32469,2,Active,0,#N/A,0,,SMB,P1,0,2,2,4,16,2,7,0,0,0,9
32474,3,Active,0,#N/A,0,,SMB,P1,0,1,1,417,0,0,0,0,0,0,0
32487,6,Active,0,2/7/2023,36,,SMB,G3,0,3,3,875,503,741,3,19,0,0,0
32488,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
32489,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
32490,2,Active,0,#N/A,0,,SMB,P1,0,3,2,9,16,2,5,9,0,0,6
32491,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
32493,2,Active,0,#N/A,0,,SMB,P1,0,2,2,8,16,2,5,0,0,0,6
32494,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
32495,2,Active,0,#N/A,0,,SMB,P1,0,2,2,6,16,2,5,0,0,0,6
32496,2,Active,0,#N/A,0,,SMB,P1,0,2,2,7,16,2,5,0,0,0,6
32498,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
32500,2,Active,0,#N/A,0,,SMB,P1,0,2,2,5,16,2,5,0,0,0,6
